DBN,School Name,School Type,Parent Response Rate,Teacher Response Rate,Student Response Rate,Total Safety and Respect Score,Total Communication Score,Total Engagement Score,Total Academic Expectations Score
dbn,locationname,NA,rr_p,rr_t,rr_s,saf_tot_12,com_tot_12,eng_tot_12,aca_tot_12
30Q301,Academy For Careers In Television And Film,High School,66%,100%,97%,8.3,8.1,8.3,8.6
30Q445,William Cullen Bryant High School,High School,43%,93%,86%,7.1,6,6.6,6.8
30Q450,Long Island City High School,High School,9%,71%,64%,6.5,6.2,6.8,7.1
30Q501,Frank Sinatra School Of The Arts High School,High School,34%,96%,89%,8,7.1,7.4,7.6
30Q502,Information Technology High School,High School,29%,95%,91%,7.2,6.3,6.6,6.9
30Q555,Newcomers High School,High School,51%,89%,93%,8,6.7,7.1,7.5
30Q575,Academy Of American Studies,High School,40%,90%,97%,7.7,7,7.3,7.8
30Q580,Baccalaureate School For Global Education,Middle/High School,35%,36%,97%,8.6,6.5,6.9,7.9
31R001,P.S. 001 Tottenville,Elementary School,67%,100%,NA,8.6,8.1,8.1,8.6
31R002,I.S. R002 George L. Egbert,Middle School,62%,84%,96%,6.7,6.4,6.7,7.1
31R003,P.S. 003 The Margaret Gioiosa School,Elementary School,81%,98%,NA,8.8,7.8,8.3,8.3
31R004,P.S. 004 Maurice Wollin,Elementary School,84%,84%,NA,8.1,7.2,7.4,7.6
31R005,P.S. 005 Huguenot,Elementary School,77%,100%,NA,9.5,8.9,9.1,9.3
31R006,P.S. 6 Corporal Allan F. Kivlehan School,Elementary School,62%,92%,NA,8.6,7.6,8.1,8.2
31R007,I.S. 007 Elias Bernstein,Middle School,85%,78%,98%,8.2,7.5,8.1,8.4
31R008,P.S. 8 Shirlee Solomon,Elementary School,100%,100%,NA,9.3,9,9.1,9.2
31R011,P.S. 11 Thomas Dongan School,Elementary School,63%,86%,NA,8.2,7,7.6,7.7
31R014,P.S. 014 Cornelius Vanderbilt,Elementary School,52%,41%,NA,7.4,7.3,7.5,7.5
31R016,P.S. 016 John J. Driscoll,Elementary School,56%,58%,NA,7.6,7,7.4,7.5
31R018,P.S. 018 John G. Whittier,Elementary School,78%,67%,NA,7.7,7.2,7.4,7.3
31R019,P.S. 019 The Curtis School,Elementary School,61%,98%,NA,8.1,7.1,7.3,7.7
31R020,P.S. 020 Port Richmond,Elementary School,80%,95%,NA,8.3,7.9,8.1,8.1
31R021,P.S. 21 Margaret Emery-Elm Park,Elementary School,90%,100%,NA,9.1,8.5,8.8,8.9
31R022,P.S. 022 Graniteville,Elementary School,52%,93%,NA,8,6.9,7.3,7.6
31R023,P.S. 023 Richmondtown,Elementary School,85%,84%,NA,8.9,8.3,8.5,8.8
31R024,I.S. 024 Myra S. Barnes,Middle School,75%,81%,99%,7.6,7,7.4,7.8
31R026,P.S. 026 The Carteret School,Elementary School,85%,100%,NA,9.2,8.7,8.7,8.9
31R027,I.S. 027 Anning S. Prall,Middle School,69%,100%,98%,7.3,7,7.3,7.8
31R029,P.S. 029 Bardwell,Elementary School,97%,89%,NA,9.2,8.9,9.1,9.2
31R030,P.S. 030 Westerleigh,Elementary School,48%,69%,NA,8.1,6.4,7,7.3
31R031,P.S. 031 William T. Davis,Elementary School,76%,82%,NA,8.7,8.1,8.3,8.5
31R032,P.S. 032 The Gifford School,Elementary School,54%,74%,NA,7.7,7.4,7.6,7.8
31R034,I.S. 034 Tottenville,Middle School,84%,100%,100%,8.2,7.3,7.8,8.2
31R035,P.S. 35 The Clove Valley School,Elementary School,92%,95%,NA,8.9,8.1,8.3,8.6
31R036,P.S. 036 J. C. Drumgoole,Elementary School,58%,76%,NA,7.8,6.4,7,7.2
31R038,P.S. 038 George Cromwell,Elementary School,100%,65%,NA,8.5,6.8,7.2,7.5
31R039,P.S. 39 Francis J. Murphy Jr.,Elementary School,56%,88%,NA,8.8,7.9,8.4,8.7
31R041,P.S. 041 New Dorp,Elementary School,85%,72%,NA,7.8,6.9,7.2,7.4
31R042,P.S. 042 Eltingville,Elementary School,69%,100%,NA,8.6,8.2,8.5,8.7
31R044,P.S. 044 Thomas C. Brown,Elementary School,58%,62%,NA,7.8,7.6,7.8,7.9
31R045,P.S. 045 John Tyler,Elementary School,56%,73%,NA,7.5,7.3,7.5,7.7
31R046,P.S. 046 Albert V. Maniscalco,Elementary School,72%,96%,NA,8.5,8,8.1,8.5
31R047,Csi High School For International Studies,High School,70%,97%,98%,7.8,7.2,7.2,7.7
31R048,P.S. 048 William C. Wilcox,Elementary School,77%,83%,NA,9.1,8.5,8.8,8.9
31R049,I.S. 49 Berta A. Dreyfus,Middle School,25%,82%,97%,6.6,6.3,6.8,7.3
31R050,P.S. 050 Frank Hankinson,Elementary School,67%,81%,NA,8.4,7.2,7.6,8
31R051,I.S. 051 Edwin Markham,Middle School,50%,94%,96%,7.2,7,7.5,7.9
31R052,P.S. 052 John C. Thompson,Elementary School,61%,96%,NA,8.1,7.5,7.8,7.9
31R053,P.S. 053 Bay Terrace,Elementary School,91%,96%,NA,9.1,8.5,8.8,8.9
31R054,P.S. 054 Charles W. Leng,Elementary School,87%,63%,NA,8.2,7.9,7.9,8.1
31R055,P.S. 055 Henry M. Boehm,Elementary School,92%,96%,NA,7.9,6.5,7.2,7.4
31R056,P.S. 56 The Louis Desario School,Elementary School,91%,62%,NA,7.9,6.8,7.2,7.4
31R057,P.S. 057 Hubert H. Humphrey,Elementary School,22%,55%,NA,7.9,7.5,7.8,7.7
31R058,Space Shuttle Columbia School,Elementary School,100%,98%,NA,8.5,8,8.2,8.5
31R060,P.S. 060 Alice Austen,Elementary School,71%,94%,NA,8.5,7.2,7.5,7.9
31R061,I.S. 061 William A Morris,Middle School,51%,99%,90%,6.2,6.4,6.9,7.4
31R063,Marsh Avenue School For Expeditionary Learning,Middle School,92%,100%,87%,8.7,8.2,8.6,8.7
31R064,Gaynor Mccown Expeditionary Learning School,High School,53%,83%,96%,7.1,6.7,6.8,7.1
31R065,P.S. 65 The Academy Of Innovative Learning,Elementary School,78%,90%,NA,8.8,9,8.9,9.2
31R069,P.S. 069 Daniel D. Tompkins,Elementary School,96%,100%,NA,8.8,8.3,8.6,8.7
31R072,I.S. 072 Rocco Laurie,Middle School,70%,100%,95%,7,7,7.2,7.8
31R074,P.S. 74 Future Leaders Elementary School,Early Childhood School,77%,93%,NA,8.3,7.5,7.5,7.7
31R075,I.S. 075 Frank D. Paulo,Middle School,81%,57%,94%,8,7.2,7.8,8.2
31R080,The Michael J. Petrides School,Elementary/Middle/High School,37%,67%,96%,7.6,6.9,7.5,7.7
31R440,New Dorp High School,High School,50%,97%,79%,6.9,7.1,7.3,7.6
31R445,Port Richmond High School,High School,22%,76%,77%,7.1,6.9,7.2,7.5
31R450,Curtis High School,High School,61%,94%,81%,6.7,6.7,7.3,7.6
31R455,Tottenville High School,High School,25%,89%,84%,7.5,7.2,7.7,7.8
31R460,Susan E. Wagner High School,High School,57%,97%,85%,7.2,7.2,7.5,7.7
31R470,Concord High School,Transfer High School,42%,92%,65%,8.7,7.4,8,8.4
31R600,Ralph R. Mckee Career And Technical Education High,High School,32%,96%,86%,7.1,6.7,7,7.4
31R605,Staten Island Technical High School,High School,92%,98%,99%,8.6,7.9,8.3,8.7
31R607,Staten Island Yabc,YABC,11%,100%,95%,8.2,7.4,8,8.1
31R861,Staten Island School Of Civic Leadership,Elementary/Middle School,74%,90%,90%,8.5,8,8.3,8.8
32K045,P.S. 045 Horace E. Greene,Elementary School,78%,93%,100%,8.2,7.7,8.4,8.7
32K075,P.S. 075 Mayda Cortiella,Elementary School,78%,92%,NA,7.5,6.8,7.2,7.4
32K086,P.S. 086 The Irvington,Elementary School,89%,94%,NA,8.6,8.1,8.5,8.6
32K106,P.S. 106 Edward Everett Hale,Elementary School,71%,81%,NA,8.1,7.7,8,8.2
32K116,P.S. 116 Elizabeth L Farrell,Elementary School,81%,79%,NA,8,7.5,7.7,7.7
32K123,P.S. 123 Suydam,Elementary School,88%,100%,NA,8.1,7.4,7.7,7.8
32K145,P.S. 145 Andrew Jackson,Elementary School,63%,100%,NA,8.2,7.3,7.5,7.6
32K151,P.S. 151 Lyndon B. Johnson,Elementary School,76%,85%,NA,8,6.9,7.2,7.5
32K162,J.H.S. 162 The Willoughby,Middle School,41%,91%,91%,6.8,6.4,6.6,7
32K168,The Brooklyn School For Math And Research,High School,75%,100%,95%,8,7.4,7.8,8.2
32K274,P.S. 274 Kosciusko,Elementary School,66%,98%,NA,9,8.3,8.6,8.7
32K291,J.H.S. 291 Roland Hayes,Middle School,46%,94%,81%,6.5,6.8,7,7.4
32K296,I.S. 296 - The Anna Gonzalez Community School,Middle School,2%,95%,56%,5.4,5.9,6.1,6.6
32K299,P.S. 299 Thomas Warren Field,Elementary School,100%,94%,NA,8.3,8,8.2,8.2
32K347,I.S. 347 School Of Humanities,Middle School,40%,74%,86%,7,6.6,7.1,7.5
32K349,"I.S. 349 Math, Science & Tech.",Middle School,48%,95%,79%,7.4,6.8,7.2,7.7
32K376,P.S. 376,Elementary School,99%,93%,NA,8.4,7.4,7.7,7.9
32K377,P.S. 377 Alejandrina B. De Gautier,Elementary/Middle School,39%,69%,94%,6.4,6.4,6.6,7.2
32K383,J.H.S. 383 Philippa Schuyler,Middle School,42%,40%,96%,7.4,6.6,7.1,7.5
32K384,P.S. /I.S. 384 Frances E. Carter,Elementary/Middle School,88%,100%,98%,8.1,7.6,8.1,8.3
32K403,Academy For Environmental Leadership,High School,47%,92%,92%,7.3,6.7,7.2,7.6
32K545,Ebc High School For Public Service–Bushwick,High School,53%,86%,80%,7.9,7.3,7.5,7.9
32K549,Bushwick School For Social Justice,High School,43%,83%,73%,7.4,7.5,7.6,8
32K552,Academy Of Urban Planning,High School,28%,51%,53%,6.7,6,6.4,6.8
32K554,All City Leadership Secondary School,Middle/High School,46%,100%,80%,9.5,8.6,9.1,9.2
32K556,Bushwick Leaders High School For Academic Excellen,High School,33%,69%,74%,7,6.6,7,7.3
32K564,Bushwick Community High School,Transfer High School,40%,96%,64%,8.7,7.4,8.2,8.2
84K355,Williamsburg Collegiate Charter School,Middle School,73%,96%,98%,8.8,8.2,8.6,9.2
84K356,Achievement First Crown Heights Charter School,Elementary/Middle School,7%,29%,96%,7.7,7,7.2,8
84K357,Kipp Amp Charter School,Middle School,32%,100%,94%,7.3,7.1,6.9,7.7
84K358,Achievement First East New York Charter School,Elementary/Middle School,43%,69%,83%,7.5,7,7.2,8
84K359,The Uft Charter School,Elementary/Middle/High School,36%,13%,83%,6.9,6.7,6.8,7.3
84K362,Hellenic Classical Charter School,Elementary/Middle School,73%,100%,95%,8.2,8.2,8.6,8.8
84K367,Success Academy Bed- Stuy 1,Early Childhood School,97%,100%,NA,9,8.7,8.1,8.8
84K379,Explore Excel Charter School,Early Childhood School,73%,95%,NA,8.1,8.1,7.6,8.1
84K386,Invictus Preparatory Charter School,Middle School,18%,27%,NA,8.4,8,7.3,8
84K406,Teaching Firms Of America-Professional Preparatory,Early Childhood School,83%,71%,NA,9.3,8.5,8.8,9
84K473,Williamsburg Charter High School,High School,33%,98%,89%,7.7,6.5,7.2,7.5
84K508,Achievement First Endeavor Charter School,Elementary/Middle School,64%,93%,97%,8.1,7.5,7.2,8.3
84K517,Leadership Prep Bedford Stuyvesant Charter School,Elementary School,47%,91%,100%,8.3,7.9,8.2,8.9
84K536,Community Roots Charter School,Elementary School,73%,100%,NA,8.9,9,9.1,9.1
84K538,Achievement First Bushwick Charter School,Elementary/Middle School,39%,47%,92%,8.3,7.6,7.7,8.4
84K593,Excellence Boys Charter School Of Bedford Stuyvesa,Elementary/Middle School,46%,100%,100%,7.9,7.4,7.3,8.4
84K608,Kings Collegiate Charter School,Middle School,78%,96%,96%,7.7,7.6,7.4,8.3
84K626,Achievement First Brownsville Charter School,Elementary School,49%,92%,NA,8.5,7.9,7.7,8.4
84K648,Bedford Stuyvesant Collegiate Charter School,Middle School,46%,96%,100%,8.6,8.3,8.5,9
84K649,La Cima Charter School,Elementary School,99%,100%,NA,8.2,7.6,7.4,7.7
84K651,Pave Academy Charter School,Elementary School,81%,95%,NA,8.7,7.9,7.8,8.5
84K652,Brooklyn Ascend Charter School,Elementary School,66%,80%,NA,8.4,7.7,7.5,8.1
84K693,Believe Northside Charter High School,High School,24%,100%,97%,7.9,7.6,7.8,8.2
84K694,Believe Southside Charter High School,High School,6%,26%,39%,6.3,6.5,6.2,7
84K701,Brooklyn Charter School,Elementary School,64%,94%,NA,8.6,8.3,8.1,8.4
84K702,Community Partnership Charter School,Elementary/Middle School,68%,100%,97%,7.3,7.4,7.4,7.8
84K703,Beginning With Children Charter School,Elementary/Middle School,70%,74%,89%,7.4,6.8,7,7.4
84K704,Explore Charter School,Elementary/Middle School,68%,100%,96%,7.6,7.2,7.1,7.8
84K707,Brooklyn Prospect Charter School,Middle School,63%,85%,95%,8.2,7.8,8,8.4
84K710,Brownsville Collegiate Charter School,Middle School,64%,95%,95%,8.1,7.8,8.1,8.6
84K711,Leadership Preparatory Brownsville Charter School,Early Childhood School,57%,96%,NA,9.1,9,8.8,9.2
84K712,Excellence Girls Charter School,Early Childhood School,76%,100%,NA,9.3,8.8,8.7,9.1
84K726,Fahari Academy Charter School,Middle School,79%,92%,79%,7.2,6.8,6.7,7.1
84K730,Summit Academy Charter School,Middle School,27%,77%,52%,7.5,6.9,7.1,7.6
84K731,Brooklyn Excelsior Charter,Elementary/Middle School,25%,81%,95%,6.8,6.5,6.7,7.2
84K734,The Ethical Community Charter School (Teccs),Early Childhood School,59%,40%,NA,8.1,8,7.9,8.1
84K737,Brownsville Ascend Charter School,Early Childhood School,83%,96%,NA,8.3,7.9,7.9,8.2
84K740,Brooklyn Scholars Charter School,Elementary School,23%,16%,100%,7.5,6.8,7.1,8
84K742,Explore Empower Charter School,Elementary School,88%,100%,NA,8.4,8.1,7.7,8.1
84K744,Coney Island Preparatory Public Charter School,Middle School,88%,100%,99%,8.3,7.7,8,8.7
84K746,Hebrew Language Academy Charter School,Early Childhood School,81%,78%,NA,7.4,6.7,6.9,7
84K769,Hyde Leadership Charter School- Brooklyn,Early Childhood School,60%,61%,NA,8,7.9,7.8,7.7
84K774,Achievement First Apollo Charter School,Early Childhood School,26%,64%,NA,8.2,7.4,7.4,8.1
84K775,Leadership Preparatory Ocean Hill Charter School,Early Childhood School,60%,100%,NA,9.1,8.8,8.7,9.2
84K777,Ocean Hill Collegiate Charter School,Middle School,80%,92%,92%,8.9,8,8.4,9.1
84K780,Brooklyn East Collegiate Charter School,Middle School,89%,92%,93%,8.7,8.3,8.6,9.1
84K782,Bedford Stuyvesant New Beginnings Charter School,Elementary School,82%,96%,NA,8.6,8.4,8.2,8.3
84K785,Imagine Me Leadership Charter School,Early Childhood School,64%,32%,NA,8.2,7.4,7.3,7.2
84K791,Brooklyn Dreams Charter School,Elementary School,20%,13%,NA,8.8,8.2,8.3,8.2
84K792,The Cultural Arts Academy At Spring Creek Charter,Early Childhood School,58%,100%,NA,8.2,8,8.1,8.4
84K793,Bushwick Ascend Charter School,Early Childhood School,61%,67%,NA,8.3,7.4,7.1,7.5
84K796,Lefferts Gardens Charter School,Early Childhood School,86%,100%,NA,7.7,7.2,7.2,7.2
84X538,Icahn Charter School 5,Early Childhood School,85%,100%,NA,9.1,8.7,8.7,9.1
84K797,New Hope Academy Charter School,Early Childhood School,81%,52%,NA,8.2,7.4,7.7,7.8
84K888,Achievement First Charter High School,High School,27%,56%,89%,8.5,7.6,7.6,8.6
84K999,Uncommon Charter High School,High School,55%,100%,99%,8.9,8.1,8.2,9
84M279,The Opportunity Charter School,Middle/High School,46%,63%,79%,6.2,6.3,6.3,6.4
84M284,Harlem Children'S Zone Promise Academy Charter Sch,Elementary/Middle/High School,69%,97%,90%,7.6,7.4,7.4,7.9
84M320,Manhattan Charter School,Elementary School,89%,97%,NA,8.6,7.7,7.9,8.1
84M329,Harlem Link Charter School,Elementary School,52%,61%,NA,8,7.5,7.2,7.7
84M330,Girls Preparatory Charter School Of New York,Elementary/Middle School,88%,100%,100%,7.7,7.4,7.3,7.9
84M335,Harlem Village Academy Leadership Charter School,Middle School,71%,100%,87%,8.7,8,8.2,8.7
84M336,Kipp Infinity Charter School,Elementary/Middle School,59%,71%,88%,8.2,7.9,8,8.5
84M337,New York Center For Autism Charter School,Elementary School,88%,97%,NA,9.3,9.1,9.1,9.1
84M341,Harlem Children'S Zone Promise Academy Ii,Elementary/Middle School,94%,96%,100%,6.9,6.7,7.1,7.7
84M350,Democracy Preparatory Charter School,Middle/High School,72%,100%,91%,7.9,7.5,7.5,8.2
84M351,Harlem Success Academy 1 Charter School,Elementary School,100%,100%,100%,7.8,7.4,7.6,8.3
84M353,New Heights Academy Charter School,Middle/High School,63%,100%,94%,7.3,6.7,7,7.5
84M382,Dream Charter School,Elementary School,91%,100%,NA,8.5,8.3,8.2,8.4
84M384,Harlem Success Academy 2 Charter School,Elementary School,79%,100%,NA,8,7.9,7.7,8.2
84M385,Harlem Success Academy 3 Charter School,Elementary School,90%,83%,NA,7.6,7,7,7.7
84M386,Harlem Success Academy 4 Charter School,Elementary School,92%,100%,NA,8.2,8.1,7.7,8.5
84M388,St. Hope Leadership Academy Charter School,Middle School,97%,100%,98%,8.5,8,8.2,8.6
84M430,The Equity Project Charter School (Tep),Middle School,95%,100%,97%,8,7.6,8.1,8.3
84M433,The Renaissance Charter High School For Innovation,High School,42%,95%,82%,7.1,6.8,7,7.2
84M478,Inwood Academy For Leadership Charter School,Middle School,88%,100%,98%,8.4,7.5,8.3,8.5
84M481,Democracy Preparatory Harlem Charter School,Middle School,70%,100%,96%,8.1,7.7,7.6,8.5
84M482,Harlem Success Academy Charter School 5,Early Childhood School,98%,100%,NA,8.4,7.8,7.8,8.5
84M483,New York French American Charter School,Early Childhood School,50%,62%,NA,7.1,6.4,5.9,6.1
84M518,East Harlem Scholars Academy Charter School,Early Childhood School,90%,100%,NA,8.8,8.4,8.5,8.9
84M522,Broome Street Academy Charter High School,High School,16%,80%,49%,6.9,6.8,7.2,7
84M523,Upper West Success Academy Charter School,Early Childhood School,98%,100%,NA,8.9,8.7,8.4,9
84M524,Innovate Manhattan Charter School,Middle School,38%,60%,85%,6.5,6.1,6.3,6.5
84M702,Sisulu-Walker Charter School Of Harlem,Elementary School,80%,69%,NA,7.6,7.1,7.4,7.2
84M704,Harbor Science And Arts Charter School,Elementary/Middle School,36%,88%,99%,8.6,7.9,8.2,8.5
84M705,Amber Charter School,Elementary School,77%,100%,NA,8.7,7.9,8.1,8.3
84M707,John V. Lindsay Wildcat Academy Charter School,Transfer High School,45%,73%,41%,7.7,6.8,7.4,7.6
84M708,Harlem Prep Charter School,Elementary School,75%,100%,NA,8.6,7.7,7.6,8.3
84M709,Harlem Village Academy Charter School,Middle School,93%,96%,98%,8.2,7.3,7.7,8.3
84M726,Kipp S.T.A.R. Charter School,Elementary/Middle School,39%,13%,93%,7.6,7.3,7.4,8
84M861,Future Leaders Institute Charter School,Elementary/Middle School,28%,88%,97%,7.3,7.3,7.2,7.7
84M888,Harlem Village Academy High School,High School,78%,53%,92%,8.2,7.3,7.6,8.4
84M999,KIPP College Prep NYC,High School,58%,79%,94%,7.8,7.2,7.5,8.1
84Q170,Peninsula Preparatory Academy Charter School,Elementary School,100%,96%,NA,8.7,8.5,8.6,8.8
84Q304,Voice Charter School Of New York,Elementary School,67%,58%,NA,8.5,8.1,8.2,8.4
84Q321,Growing Up Green Charter School,Early Childhood School,44%,92%,NA,8.8,8.3,8.4,8.5
84Q340,Challenge Preparatory Charter School,Early Childhood School,76%,100%,NA,8.4,8.3,8.3,8.4
84Q341,Riverton Street Charter School,Elementary School,84%,100%,NA,9.4,9.2,9.1,9.3
84Q342,The Rochdale Early Advantage Charter School,Early Childhood School,88%,88%,NA,8.6,7.9,7.9,8.3
84Q359,Academy Of The City Charter School,Early Childhood School,39%,62%,NA,7.4,6.1,6.5,6.3
84Q704,Merrick Academy - Queens Public Charter School,Elementary School,34%,82%,100%,7.8,7.4,7.7,8.1
84Q705,"Renaissance Charter School, The",Elementary/Middle/High School,64%,87%,99%,7.5,6.6,7.2,7.3
84Q706,Our World Neighborhood Charter School,Elementary/Middle School,36%,56%,99%,7.9,7.1,7.5,7.9
84R067,John W. Lavelle Preparatory Charter School,Middle School,92%,100%,99%,8.1,7.9,8.1,8.5
84R071,Staten Island Community Charter School,Early Childhood School,70%,94%,NA,8.2,7.5,8.1,8
84R073,New World Preparatory Charter School,Middle School,52%,93%,93%,7.1,6.9,7.4,7.7
84X165,Grand Concourse Charter School,Elementary School,89%,100%,NA,8.8,8.4,8.4,8.6
84X185,Bronx Lighthouse Charter School,Elementary/Middle/High School,45%,86%,94%,7.3,7,6.8,7.3
84X255,Bronx Charter School For Excellence,Elementary/Middle School,65%,100%,99%,8.4,7.9,8,8.6
84X309,South Bronx Charter School For International Cultu,Elementary School,90%,100%,NA,8.7,8.4,8.4,8.7
84X345,Hyde Leadership Charter School,Elementary/Middle/High School,72%,96%,95%,7.6,7,7.3,7.6
84X346,South Bronx Classical Charter School,Elementary School,100%,100%,NA,8.4,7.9,7.6,8.3
84X347,International Leadership Charter School,High School,26%,81%,84%,7.7,6.7,6.8,7.5
84X378,Icahn Charter School 2,Elementary School,66%,100%,0%,9.2,8.7,8.3,9.1
84X389,Bronx Global Learning Institute For Girls Charter,Elementary School,78%,100%,NA,8.4,7.7,7.9,8.1
84X393,Green Dot New York Charter School,High School,56%,97%,95%,7.9,7.3,7.5,8
84X394,Mott Haven Academy Charter School,Elementary School,78%,100%,NA,8.3,7.7,8,7.9
84X395,"Nyc Charter High School For Architecture, Engineer",High School,56%,94%,96%,7.3,6.1,6.4,6.9
84X398,Bronx Community Charter School,Elementary School,83%,96%,NA,8.5,8.2,8.6,8.4
84X407,Bronx Charter School For Children,Elementary School,39%,68%,NA,8.4,7.4,7.2,7.4
84X419,Bronx Academy Of Promise Charter School,Elementary School,76%,97%,NA,9.1,8.7,8.7,8.7
84X422,Icahn Charter School 3,Elementary School,57%,91%,NA,7.9,8.1,7.9,8.5
84X461,Metropolitan Lighthouse Charter School,Early Childhood School,56%,100%,NA,7.6,7.6,7.6,7.8
84X482,Dr. Richard Izquierdo Health And Science Charter S,Middle School,76%,56%,95%,7.3,6.7,7.1,7.4
84X487,Girls Preparatory Charter School Of The Bronx,Early Childhood School,81%,100%,NA,9.2,8.7,8.7,9.1
84X488,The Equality Charter School,Middle School,81%,89%,100%,8.3,8.1,8.2,8.7
84X491,Academic Leadership Charter School,Early Childhood School,92%,100%,NA,8.8,8.5,8.5,8.9
84X493,Bronx Success Academy Charter School 1,Early Childhood School,96%,100%,NA,8.7,8.5,8.3,9
84X494,Bronx Success Academy Charter School 2,Early Childhood School,97%,95%,NA,9.2,8.4,8.8,9.2
84X496,Icahn Charter School 4,Elementary School,85%,93%,NA,9.1,8.8,8.6,9.2
84X539,The New Visions Charter High School For Advanced M,High School,57%,42%,78%,7.2,7.4,7.2,7.7
84X553,The New Visions Charter High School For The Humani,High School,63%,100%,76%,7.1,7.1,7.2,7.6
84X554,New York City Montessori Charter School,Early Childhood School,54%,100%,NA,8,7.9,7.9,8.1
84X703,Bronx Preparatory Charter School,Middle/High School,27%,78%,79%,7.4,6.5,7.1,7.2
84X704,Kipp Academy Charter School,Elementary/Middle School,62%,55%,97%,8.4,7.8,7.9,8.6
84X705,Family Life Academy Charter School,Elementary/Middle School,100%,97%,100%,8.2,7.8,8,8.5
84X706,Harriet Tubman Charter School,Elementary/Middle School,83%,100%,92%,7.6,7.2,7.4,7.9
84X717,Icahn Charter School,Elementary/Middle School,61%,100%,99%,8.3,8,8.2,8.8
84X718,Bronx Charter School For Better Learning,Elementary School,67%,89%,NA,8.7,8.1,8,8.2
84X730,Bronx Charter School For The Arts,Elementary School,73%,82%,NA,8.1,7.3,7.6,7.6
